Merchant_ID,Merchant_Name,Industry,Merchant_Segment,Location_Region,Subscription_Start_Date,Months_Since_Subscription,POS_Terminal_Model,Avg_Monthly_Transaction_Volume,Avg_Monthly_Transaction_Value,Avg_Transaction_Value,Transaction_Frequency_Score,Uptime_Percentage,Customer_Support_Tickets_Monthly,Avg_Resolution_Time_Tickets_Days,Feature_Adoption_Score,Payment_Success_Rate,Payment_Failure_Rate,Dispute_Rate,Technical_Issues_Reported,Feedback_Score_Monthly,Days_Since_Last_Transaction,POS_Cost,Monthly_Rental_Fee,MDR_Rate,LTV,Churned,Churn_Reason
M-6000,IKEA (Branch 114),Retail,Medium,South,23-06-2023,6,Android Smart POS,564,523066.2926,927.4225046,0.437470387,95.62817762,6,6.54445217,0.601426031,95.4545355,4.545464496,2.921327206,0,3.452087512,353,19824,500,2,62767.95511,1,Low Usage
M-6001,Subway (Branch 113),Entertainment,Large,Central,10-11-2023,1,Android Smart POS,462,342035.615,740.3368289,0.90768955,97.23866942,7,6.622227231,0.669800678,91.62200947,8.377990534,3.721239942,4,2.431902073,347,19824,500,1.8,6156.641069,1,Better Competitor
M-6002,Forest Essentials (Branch 96),Healthcare,Medium,East,25-07-2023,5,Android Smart POS,673,366138.4608,544.0393177,0.636736009,99.6743525,6,6.752813888,0.071077614,90.0169591,9.983040895,4.799921975,5,4.650388632,81,19824,500,1.5,54920.76912,0,None
M-6003,Haldiram's (Branch 93),Hospitality,Large,Central,18-08-2023,4,Android Smart POS,565,187311.5243,331.5248218,0.338818253,95.32875909,6,5.798452864,0.347844529,91.9994772,8.000522805,2.949982777,4,1.087781684,282,19824,500,2,14984.92194,1,Technical Issues
M-6004,Hey Coach (Branch 103),Education,Large,East,04-07-2023,6,Pin on Mobile,781,311140.5808,398.3874274,0.915833382,97.54120336,5,2.225036133,0.413280576,98.31023345,1.689766552,2.390782714,1,4.744507774,102,0,0,1.2,28002.65227,0,None
M-6005,BharatX (Branch 104),Entertainment,Small,Central,02-05-2023,8,Android Smart Mini POS,665,213777.7656,321.4703242,0.266376858,96.84423742,0,2.232191235,0.035548862,91.91272214,8.087277864,2.695393749,3,1.558485431,168,14224,400,1.8,30783.99824,0,None
M-6006,Dominos (Branch 109),Food & Beverage,Medium,North,04-10-2023,2,Android Smart Mini POS,552,540471.6925,979.115385,0.585660536,97.69503415,4,6.419274981,0.006542474,95.06052543,4.939474574,0.123162042,0,4.574496497,353,14224,400,1.8,16214.15078,1,Low Usage
M-6007,Levi's (Branch 114),Hospitality,Small,East,14-06-2023,6,Android Smart POS,630,160467.5409,254.7103824,0.732031136,96.80319326,4,6.988879781,0.357567299,92.4965954,7.503404604,4.230856873,0,4.471751999,286,19824,500,2,19256.10491,1,Support Issues
M-6008,More (Branch 91),Retail,Medium,North,15-11-2023,1,Android Smart POS,470,204129.3962,434.3178642,0.919465247,98.95323732,3,1.96052879,0.93155724,96.68846474,3.31153526,2.454236607,3,2.222047421,39,19824,500,2,4082.587924,0,None
M-6009,Myntra (Branch 107),Retail,Small,North,08-12-2023,0,Android Smart POS,476,358395.9138,752.932592,0.759286831,96.60312191,4,3.084993196,0.196573196,94.83378431,5.166215695,4.996364758,2,3.87221748,62,19824,500,2,0,0,None
M-6010,FedEx (Branch 108),Education,Large,North,12-02-2023,10,Pin on Mobile,756,304398.786,402.6438969,0.422445691,99.66675304,0,4.314177111,0.531938616,93.68948981,6.310510187,2.784199885,2,2.004716099,361,0,0,1.2,45659.8179,1,Low Usage
M-6011,Indian Terrain (Branch 104),E-commerce,Small,Central,24-08-2023,4,mPos,343,215360.5085,627.8732025,0.013749349,96.49863184,4,6.295585103,0.672438613,94.72139691,5.278603092,1.85323023,4,3.723864704,245,5377,300,2.2,21536.05085,1,Support Issues
M-6012,Upstox (Branch 97),Entertainment,Medium,Central,17-11-2023,1,Android Smart POS,212,167787.8434,791.4520914,0.081342768,98.55817892,9,5.384567882,0.515943395,92.36954835,7.630451648,2.596382572,1,2.685199514,188,19824,500,1.8,3020.181181,1,High Costs
M-6013,Airtel (Branch 101),Entertainment,Small,North,25-01-2023,11,Android Smart POS,369,83897.85002,227.3654472,0.21158518,99.57449286,6,1.460392551,0.138537103,96.57541896,3.424581035,3.785293649,4,4.832390634,137,19824,500,1.8,16611.7743,0,None
M-6014,More (Branch 92),Entertainment,Small,Central,05-06-2023,6,Android Smart Mini POS,911,620343.9568,680.948361,0.003139916,95.13452686,1,1.871591265,0.511129555,93.87473868,6.125261316,2.698745294,3,4.908059414,123,14224,400,1.8,66997.14734,0,None
M-6015,Marico (Branch 124),Hospitality,Small,Central,27-07-2023,5,Dynamic Soundbox,597,285230.1175,477.7723912,0.308027705,96.66963373,2,1.449288527,0.633432474,95.11237101,4.887628992,2.309804463,0,1.324421162,68,3827,250,2,28523.01175,0,None
M-6016,Reliance (Branch 109),Food & Beverage,Large,South,07-02-2023,10,Android Smart POS,565,281604.1701,498.4144604,0.660573197,99.31947716,9,4.849050388,0.703633954,91.33418138,8.665818621,3.564590726,3,3.365463745,295,19824,500,1.8,42240.62552,1,Better Competitor
M-6017,Dominos (Branch 110),Healthcare,Large,North,10-09-2023,3,mPos,454,446082.5661,982.5607183,0.613187944,95.51878677,9,2.423554857,0.682443432,98.69339587,1.306604134,1.158235082,3,2.963385338,28,5377,300,1.5,40147.43095,0,None
M-6018,Spencer's (Branch 111),Food & Beverage,Large,West,05-07-2023,5,Android Smart Mini POS,700,278662.1223,398.0887462,0.800905921,98.48836055,4,1.086647034,0.563334609,96.4398085,3.560191498,0.782053943,0,3.78501166,65,14224,400,1.8,20899.65918,0,None
M-6019,Raymond (Branch 93),E-commerce,Small,Central,12-03-2023,9,mPos,561,331198.5481,590.3717436,0.045290784,95.7585078,4,4.602841832,0.973303897,96.79954857,3.200451432,4.841162046,6,3.363804273,170,5377,300,2.2,74519.67333,0,None
M-6020,Indian Terrain (Branch 105),Entertainment,Large,Central,11-03-2023,9,Android Smart POS,783,247606.2939,316.2277061,0.515175182,99.10405515,1,1.638588518,0.827680758,94.07491556,5.925084438,4.116358014,0,1.542217101,94,19824,500,1.8,40112.21961,0,None
M-6021,Masters Union (Branch 123),E-commerce,Small,North,27-09-2023,3,Pin on Mobile,648,185578.7151,286.386906,0.46517257,98.11617627,10,5.808472018,0.872246423,95.0388503,4.961149698,1.383152355,1,3.038647473,183,0,0,2.2,13918.40363,1,Better Competitor
M-6022,FedEx (Branch 109),E-commerce,Medium,North,23-11-2023,1,mPos,532,116041.9096,218.1238902,0.605564899,99.02585859,0,6.996614323,0.921679075,90.80834324,9.191656755,0.812146898,2,1.183743865,361,5377,300,2.2,2901.04774,1,Technical Issues
M-6023,Amazon (Branch 90),Food & Beverage,Medium,East,01-03-2023,10,Soundbox,279,255261.1624,914.9145607,0.392893653,98.02246706,4,1.555666424,0.541698155,91.09421678,8.905783216,4.123372448,4,3.591562323,1,2293,200,1.8,38289.17436,0,None
M-6024,Spencer's (Branch 112),E-commerce,Large,South,05-08-2023,4,mPos,403,113093.8368,280.6298681,0.06886162,97.5029946,12,4.716590319,0.657511724,98.05401097,1.945989029,4.081124318,2,3.705212573,107,5377,300,2.2,11309.38368,0,None
M-6025,Coders Brain (Branch 114),Education,Large,Central,03-02-2023,11,Pin on Mobile,416,363868.4103,874.6836786,0.345532584,96.29001743,0,3.09811204,0.069160065,98.92227353,1.077726473,1.546484797,2,4.120293279,308,0,0,1.2,60038.2877,1,Low Usage
M-6026,Oyo (Branch 105),Healthcare,Small,South,17-03-2023,9,Android Smart POS,879,422110.7574,480.2170164,0.392190801,99.3831594,0,2.255420702,0.279148982,94.50590645,5.494093553,1.552857908,2,3.014968319,136,19824,500,1.5,113969.9045,0,None
M-6027,Marico (Branch 125),Education,Small,Central,27-04-2023,8,Android Smart Mini POS,664,361224.1093,544.0122129,0.166371798,96.88391831,7,3.669902304,0.702694041,90.93187583,9.068124172,3.417128703,1,4.276082576,343,14224,400,1.2,43346.89312,1,Better Competitor
M-6028,Reliance (Branch 110),Entertainment,Large,South,22-11-2023,1,Android Smart Mini POS,677,446806.447,659.9799807,0.817871744,96.04595062,4,2.26144308,0.754362196,95.81971613,4.180283865,3.381549442,0,2.033518761,209,14224,400,1.8,8042.516045,1,Low Usage
M-6029,Urban Ladder (Branch 110),Food & Beverage,Medium,Central,04-05-2023,8,Android Smart Mini POS,217,78804.19007,363.1529496,0.995164295,96.14680554,6,4.612866615,0.746013066,95.88305786,4.116942136,1.114966974,0,3.003624167,135,14224,400,1.8,9456.502808,0,None
M-6030,Haldiram's (Branch 94),Healthcare,Large,Central,18-10-2023,2,mPos,719,482414.0613,670.9514065,0.226671903,95.4069141,7,2.071329059,0.193106611,96.82101451,3.178985489,4.738742443,1,4.697630666,335,5377,300,1.5,28944.84368,1,High Costs
M-6031,Titan (Branch 100),Healthcare,Small,Central,01-08-2023,5,mPos,697,497606.8324,713.9265887,0.69905427,96.40758259,7,3.30185551,0.491521451,94.10404922,5.895950776,3.329958434,0,1.325310145,3,5377,300,1.5,74641.02485,0,None
M-6032,Upstox (Branch 98),Healthcare,Large,Central,23-05-2023,7,Android Smart POS,675,160910.4932,238.3859158,0.983639395,96.34176465,2,2.921186668,0.247884888,95.42151702,4.578482981,0.097133136,0,2.74997675,49,19824,500,1.5,33791.20357,0,None
M-6033,Levi's (Branch 115),Education,Medium,Central,11-08-2023,4,Android Smart Mini POS,740,237051.2007,320.3394604,0.429633573,97.17895241,3,5.173180353,0.320238992,97.42082647,2.579173533,4.800427889,4,3.440503225,143,14224,400,1.2,14223.07204,0,None
M-6034,FedEx (Branch 110),Retail,Medium,South,24-04-2023,8,Android Smart POS,553,388632.3357,702.7709506,0.210170484,95.61181352,3,2.71153714,0.168984704,92.18323731,7.816762688,4.588053113,1,1.808471785,84,19824,500,2,62181.17371,0,None
M-6035,Oyo (Branch 106),Healthcare,Small,Central,29-12-2023,0,Android Smart POS,562,174412.4764,310.3424847,0.8173807,95.36052791,5,2.225285036,0.229058091,97.88728111,2.112718886,1.820882054,0,4.685051213,293,19824,500,1.5,0,1,Better Competitor
M-6036,ITC (Branch 109),E-commerce,Medium,North,20-06-2023,6,Pin on Mobile,725,544974.3753,751.6887935,0.012658497,99.29554207,0,3.186012451,0.643610323,91.10153187,8.898468128,2.857280403,0,4.648619215,71,0,0,2.2,81746.1563,0,None
M-6037,Subway (Branch 114),Healthcare,Large,North,24-11-2023,1,mPos,593,246797.3044,416.1843244,0.60730146,99.14805565,5,6.351111034,0.291365806,96.0993826,3.9006174,4.883834114,2,3.443164326,297,5377,300,1.5,7403.919132,1,None
M-6038,Xiomi (Branch 106),Entertainment,Medium,Central,03-09-2023,3,Android Smart POS,623,391928.7146,629.0990603,0.706376439,95.18099515,6,1.220488702,0.197162289,93.22544962,6.774550377,0.913919226,0,4.383004102,263,19824,500,1.8,21164.15059,1,High Costs
M-6039,Qshala (Branch 89),Hospitality,Small,South,09-01-2023,11,Soundbox,667,263544.5133,395.1192104,0.961963303,97.11664796,6,2.30485702,0.101567594,90.71454961,9.285450387,2.498308116,3,3.782249419,342,2293,200,2,57979.79293,1,None
M-6040,Teach for India (Branch 95),E-commerce,Small,West,28-03-2023,9,mPos,582,166604.0459,286.2612472,0.372249556,95.30930572,3,3.595343014,0.603859069,95.6565864,4.343413598,2.59457673,2,4.436952092,356,5377,300,2.2,37485.91033,1,Low Usage
M-6041,Titan (Branch 101),Education,Medium,West,12-01-2023,11,Android Smart Mini POS,643,294993.5496,458.7769045,0.360057751,96.53272216,6,4.384966297,0.449813252,95.98747179,4.012528207,2.92106582,3,3.935644287,202,14224,400,1.2,48673.93569,1,High Costs
M-6042,Sqraeboat (Branch 105),Healthcare,Large,East,07-02-2023,10,Android Smart POS,397,272012.9415,685.1711374,0.461198508,98.23390854,2,6.128301286,0.135034024,90.63569443,9.364305574,3.333632844,1,2.575637879,71,19824,500,1.5,81603.88246,0,None
M-6043,Titan (Branch 102),Hospitality,Medium,East,03-12-2023,0,Soundbox,803,672756.0655,837.8033194,0.569822732,97.42112977,5,3.409873638,0.50618828,90.81712109,9.182878908,4.614038524,0,4.056701286,126,2293,200,2,0,0,None
M-6044,Haldiram's (Branch 95),Hospitality,Medium,West,27-04-2023,8,Soundbox,849,181462.7937,213.737095,0.174143935,99.44756497,5,2.172608082,0.228483358,98.45517903,1.544820969,1.471401619,2,2.500327976,272,2293,200,2,29034.04699,1,Low Usage
M-6045,Marico (Branch 126),Food & Beverage,Large,East,08-09-2023,3,Soundbox,457,247584.0216,541.7593471,0.459303178,98.83467915,2,3.06289245,0.208020702,90.87327382,9.126726178,4.137861431,1,1.837750631,159,2293,200,1.8,11141.28097,0,None
M-6046,Coders Brain (Branch 115),Entertainment,Medium,North,16-10-2023,2,Android Smart POS,494,438354.3429,887.3569695,0.09720499,96.78935287,4,3.267987527,0.362254264,96.54715841,3.452841595,0.022047995,3,2.725854257,157,19824,500,1.8,15780.75635,0,None
M-6047,Upstox (Branch 99),Education,Medium,East,16-12-2023,0,Android Smart Mini POS,591,283504.1099,479.7023856,0.654618097,96.88070259,2,1.803634711,0.157965458,94.51774254,5.482257461,4.698708967,0,3.788801803,307,14224,400,1.2,0,1,Technical Issues
M-6048,Indian Terrain (Branch 106),E-commerce,Large,South,20-07-2023,5,Pin on Mobile,725,419544.8788,578.6825915,0.457520792,99.87309652,3,4.653671506,0.868181242,94.72112523,5.27887477,0.808647376,2,2.756623477,80,0,0,2.2,52443.10985,0,None
M-6049,BharatX (Branch 105),Food & Beverage,Large,Central,06-08-2023,4,Android Smart POS,367,154749.1627,421.6598439,0.942320456,96.45647041,3,1.090052935,0.086402771,93.93547183,6.064528166,2.010399272,2,1.735383662,297,19824,500,1.8,9284.949763,1,Better Competitor
M-6050,Swiggy (Branch 105),Education,Medium,West,23-02-2023,10,Android Smart Mini POS,350,255583.8349,730.2395283,0.065578491,97.69313857,1,1.653606839,0.395119788,93.83000655,6.169993449,2.259189268,1,2.072969283,178,14224,400,1.2,38337.57524,0,None
M-6051,Xiomi (Branch 107),Healthcare,Large,East,24-03-2023,9,Android Smart POS,545,359566.6034,659.7552356,0.228501563,96.93335759,3,1.565347432,0.958195834,96.10679179,3.893208213,3.4849873,2,1.410013567,105,19824,500,1.5,97082.98291,0,None
M-6052,Rudralife (Branch 86),Retail,Small,Central,22-01-2023,11,Dynamic Soundbox,483,105248.9115,217.9066491,0.80301643,97.17666177,6,5.7921168,0.04481647,98.76731852,1.232681484,3.355189774,2,3.095997958,97,3827,250,2,23154.76053,0,None
M-6053,Swiggy (Branch 106),Food & Beverage,Small,Central,25-12-2023,0,Android Smart POS,513,413979.6492,806.9778737,0.827648483,96.53315472,1,3.680470376,0.996964804,95.3053823,4.694617701,3.621249174,1,3.949971513,250,19824,500,1.8,0,1,Support Issues
M-6054,Xiomi (Branch 108),Education,Medium,Central,13-03-2023,9,Pin on Mobile,724,192118.363,265.3568549,0.658749353,98.41623192,4,6.280676575,0.415784404,92.65504809,7.344951907,3.132804312,0,1.632654499,218,0,0,1.2,25935.979,1,High Costs
M-6055,Xiomi (Branch 109),Entertainment,Small,North,30-08-2023,4,Android Smart POS,607,410034.4884,675.5098656,0.524093939,98.56571422,5,2.860692873,0.969338528,98.27161881,1.728381187,3.150181549,2,3.039912095,160,19824,500,1.8,29522.48316,0,None
M-6056,Airtel (Branch 102),Food & Beverage,Large,West,28-04-2023,8,Soundbox,895,664145.4761,742.0619845,0.154734363,96.61116827,6,1.106560304,0.982262824,97.25818944,2.741810564,4.644042794,2,3.989735003,235,2293,200,1.8,79697.45713,1,Low Usage
M-6057,Qshala (Branch 90),Entertainment,Medium,Central,28-06-2023,6,Android Smart POS,378,282792.0354,748.1270777,0.725661983,99.37389286,4,6.51476447,0.21654035,91.29937653,8.700623467,2.7742108,2,4.710626571,41,19824,500,1.8,30541.53982,0,None
M-6058,Titan (Branch 103),Retail,Medium,South,04-01-2023,12,Android Smart POS,898,715112.169,796.3387183,0.503918793,97.81703713,5,3.722083424,0.723260133,93.41318119,6.586818806,1.401955838,3,4.698351584,285,19824,500,2,171626.9206,1,Support Issues
M-6059,Tata Motors (Branch 100),Entertainment,Small,Central,01-06-2023,7,Android Smart POS,246,98367.24125,399.8668344,0.715662052,95.04478769,3,6.410074745,0.708560752,97.13458684,2.865413161,0.855999206,4,2.456724718,37,19824,500,1.8,12394.2724,0,None
M-6060,Godrej (Branch 108),E-commerce,Medium,North,12-08-2023,4,mPos,708,144193.0082,203.6624409,0.841701924,95.29185638,11,3.462042538,0.111018503,95.96082551,4.03917449,1.627938821,3,3.872885993,192,5377,300,2.2,14419.30082,1,Low Usage
M-6061,Britannia (Branch 97),Education,Medium,South,19-11-2023,1,Pin on Mobile,267,193202.9206,723.6064442,0.259994131,95.99616423,5,2.473001759,0.088717238,93.19061127,6.809388731,0.742343257,0,3.024973356,188,0,0,1.2,2898.043809,1,Better Competitor
M-6062,Indian Terrain (Branch 107),Food & Beverage,Large,East,30-06-2023,6,Android Smart Mini POS,550,459829.2882,836.0532513,0.94947505,98.39900385,1,3.015238691,0.494346158,96.85080527,3.149194727,3.939662118,2,4.869480208,331,14224,400,1.8,41384.63594,1,Technical Issues
M-6063,McDonald's (Branch 89),Education,Small,North,06-07-2023,5,Android Smart Mini POS,362,154270.5399,426.1617125,0.679308327,97.31654508,4,2.528084028,0.4394389,97.64148097,2.358519029,4.122034729,3,4.573892536,294,14224,400,1.2,11570.29049,1,Technical Issues
M-6064,Lenskart (Branch 111),Retail,Large,East,19-12-2023,0,Soundbox,686,573332.4727,835.761622,0.83911154,96.96860679,0,4.081553315,0.29066852,96.28050036,3.719499639,3.359302729,5,4.594612063,297,2293,200,2,0,1,Better Competitor
M-6065,IKEA (Branch 115),Food & Beverage,Small,West,30-03-2023,9,Android Smart POS,749,278237.9223,371.4792021,0.160912273,96.74730854,10,6.416822783,0.158547633,95.20455163,4.795448366,2.773466638,2,2.833895461,256,19824,500,1.8,37562.11952,1,None
M-6066,Decathlon (Branch 100),Retail,Small,West,06-01-2023,11,Dynamic Soundbox,219,144478.9465,659.721217,0.893519008,95.96663453,3,5.057828171,0.093093908,94.91216923,5.087830771,3.380374234,4,2.669495198,113,3827,250,2,31785.36824,0,None
M-6067,Reliance (Branch 111),Food & Beverage,Small,East,20-01-2023,11,Android Smart POS,670,516094.7207,770.2906279,0.076637248,95.2735472,6,6.009552821,0.179521421,97.40967787,2.590322126,2.402650478,0,4.831578583,119,19824,500,1.8,85155.62892,0,None
M-6068,Levi's (Branch 116),Education,Large,South,02-01-2023,12,Android Smart Mini POS,345,325915.4416,944.6824393,0.464236784,97.484217,0,4.9847387,0.451488011,93.89146113,6.108538874,4.871892945,3,2.92215064,288,14224,400,1.2,58664.77948,1,None
M-6069,Teach for India (Branch 96),Education,Small,East,12-04-2023,8,Pin on Mobile,682,384440.2165,563.6953321,0.492802348,98.52733253,12,3.392985134,0.718616637,94.19266621,5.807333793,1.11356557,2,4.267720874,101,0,0,1.2,46132.82598,0,None
M-6070,KC Overseas Education (Branch 87),Entertainment,Small,Central,28-02-2023,10,Android Smart Mini POS,680,190215.743,279.7290338,0.735381721,95.72180037,1,1.952849092,0.831531538,92.61827398,7.381726024,0.86193105,0,3.841689592,138,14224,400,1.8,34238.83373,0,None
M-6071,Marico (Branch 127),Food & Beverage,Large,North,07-11-2023,1,Android Smart POS,513,204544.3777,398.7219838,0.69799866,95.26358155,6,4.228372903,0.410782309,90.05275397,9.947246031,1.279623262,1,2.713936588,128,19824,500,1.8,3068.165665,0,None
M-6072,Zomato (Branch 84),Education,Medium,South,05-03-2023,10,Pin on Mobile,248,133920.1155,540.0004657,0.990861455,95.44705464,1,2.767914901,0.292002103,98.770507,1.229492995,2.03589,0,1.050833359,64,0,0,1.2,20088.01732,0,None
M-6073,Oyo (Branch 107),Hospitality,Medium,Central,30-08-2023,4,Soundbox,560,150391.4449,268.5561516,0.692541217,98.48939228,7,1.291804004,0.307540519,91.86166572,8.138334282,3.489532841,1,1.81867194,294,2293,200,2,12031.31559,1,None
M-6074,My Operator (Branch 98),Retail,Small,South,01-01-2023,12,Dynamic Soundbox,585,148406.2223,253.6858501,0.403410024,99.12437921,2,3.765757135,0.033613433,92.16295779,7.837042207,0.431852216,5,3.641429624,342,3827,250,2,35617.49335,1,Better Competitor
M-6075,Teach for India (Branch 97),Healthcare,Small,North,19-07-2023,5,Android Smart POS,345,174933.2183,507.0528066,0.265279599,95.27896836,7,2.993480393,0.665982727,98.68990119,1.310098812,4.462652994,0,1.719888598,266,19824,500,1.5,26239.98274,1,Low Usage
M-6076,Swiggy (Branch 107),Healthcare,Large,West,03-01-2023,12,Android Smart POS,406,186772.2428,460.0301547,0.875635142,97.3426117,5,6.300201453,0.061519222,97.59048664,2.409513361,4.657424488,1,1.380457883,273,19824,500,1.5,67238.00741,1,None
M-6077,Godrej (Branch 109),Healthcare,Medium,East,10-10-2023,2,Android Smart POS,627,204331.4043,325.8874072,0.546001821,96.99652758,4,3.221862752,0.586803487,94.74975572,5.250244285,2.260639114,3,3.010358485,176,19824,500,1.5,12259.88426,0,None
M-6078,Urban Ladder (Branch 111),Healthcare,Large,North,08-09-2023,3,mPos,382,320464.8036,838.9130984,0.23997169,97.52941728,3,5.537182913,0.677074451,91.84130616,8.158693838,0.385359233,2,3.826254801,259,5377,300,1.5,28841.83232,1,Better Competitor
M-6079,Amazon (Branch 91),Hospitality,Medium,South,22-09-2023,3,Android Smart POS,649,263536.8855,406.0660794,0.33914746,98.20748134,8,2.715153833,0.765458871,96.07466453,3.925335465,1.060502067,0,1.200134748,253,19824,500,2,15812.21313,1,Support Issues
M-6080,Reliance (Branch 112),Healthcare,Small,North,03-07-2023,6,Android Smart POS,642,412269.6284,642.1645301,0.495107753,97.65044211,1,2.633200783,0.037080638,96.83247565,3.167524353,4.580867617,4,3.221025734,341,19824,500,1.5,74208.5331,1,Better Competitor
M-6081,Masters Union (Branch 124),Education,Large,West,12-11-2023,1,Pin on Mobile,485,308018.2031,635.0890786,0.419291833,95.18413023,7,4.256877788,0.781780489,97.97379674,2.026203258,2.036590416,2,2.646329861,116,0,0,1.2,4620.273047,0,None
M-6082,Urban Ladder (Branch 112),Education,Large,South,04-03-2023,10,Pin on Mobile,753,524026.0228,695.917693,0.485171869,98.14570452,1,5.218845333,0.924811019,97.20687144,2.79312856,1.790163019,3,2.083689805,230,0,0,1.2,78603.90342,1,High Costs
M-6083,IKEA (Branch 116),Healthcare,Medium,South,24-12-2023,0,Android Smart POS,470,326963.5613,695.6671517,0.737466679,97.27767771,1,4.40489689,0.746049332,97.07833537,2.921664629,2.548301643,4,2.258009588,253,19824,500,1.5,0,1,None
M-6084,Xiomi (Branch 110),Food & Beverage,Large,Central,25-01-2023,11,Android Smart Mini POS,642,146116.3002,227.5954832,0.668419069,96.41654163,5,3.244422541,0.237245663,98.15482233,1.845177671,4.430110968,1,4.786306875,70,14224,400,1.8,24109.18954,0,None
M-6085,Lenskart (Branch 112),Entertainment,Large,South,22-08-2023,4,Android Smart Mini POS,508,315694.2432,621.4453607,0.701591348,98.9510358,3,2.925016459,0.845629879,94.68699857,5.313001428,3.917303757,5,4.982869772,287,14224,400,1.8,22729.98551,1,None
M-6086,My Operator (Branch 99),Food & Beverage,Medium,East,30-01-2023,11,Soundbox,645,305532.4705,473.6937527,0.067279585,98.57908845,1,5.847210269,0.298739956,97.06120078,2.938799224,2.287453477,3,4.719488099,118,2293,200,1.8,50412.85763,0,None
M-6087,IKEA (Branch 117),Healthcare,Medium,West,31-03-2023,9,mPos,763,165540.5677,216.9601149,0.491073473,99.85109321,3,5.957491403,0.098526216,92.0945593,7.905440701,3.955705401,6,4.396797352,245,5377,300,1.5,44695.95327,1,None
M-6088,McDonald's (Branch 90),Food & Beverage,Large,East,24-01-2023,11,Android Smart POS,231,211407.8247,915.1853882,0.994344488,95.70830592,6,2.779108945,0.749462815,91.11113028,8.888869716,2.322844656,3,2.439158694,49,19824,500,1.8,34882.29107,0,None
M-6089,Airtel (Branch 103),Retail,Medium,South,16-06-2023,6,Dynamic Soundbox,274,79016.78463,288.3824257,0.963761825,96.40404849,10,6.437811604,0.780336945,92.30065037,7.699349632,1.21652204,1,2.426346664,194,3827,250,2,9482.014156,1,Support Issues
M-6090,McDonald's (Branch 91),E-commerce,Small,West,17-08-2023,4,mPos,813,291084.6324,358.0376783,0.166692015,98.34320971,6,2.003327068,0.513035645,92.36268374,7.637316256,0.158316147,0,4.397972376,61,5377,300,2.2,29108.46324,0,None
M-6091,Swiggy (Branch 108),Retail,Small,North,16-08-2023,4,Dynamic Soundbox,545,400626.1633,735.0938777,0.454980776,98.02623617,8,6.216557739,0.909991168,95.46145572,4.538544281,4.470821177,3,4.058486881,282,3827,250,2,32050.09307,1,Support Issues
M-6092,Haldiram's (Branch 96),Retail,Small,North,11-05-2023,7,Dynamic Soundbox,626,473941.3711,757.094842,0.842828287,95.80576824,12,6.138590617,0.098082045,97.94919019,2.050809809,4.252432219,0,1.373653838,221,3827,250,2,66351.79195,1,Support Issues
M-6093,Lenskart (Branch 113),Retail,Large,Central,30-08-2023,4,Android Smart POS,713,242506.4744,340.1212824,0.919626984,97.26011374,6,4.591215582,0.003205127,90.11480744,9.885192555,1.393801395,4,1.236322161,132,19824,500,2,19400.51795,0,None
M-6094,Godrej (Branch 110),E-commerce,Small,East,09-03-2023,9,mPos,172,113526.468,660.0376046,0.48322,98.70003884,12,3.523983857,0.776723139,96.84139713,3.158602869,1.384352085,0,1.881444848,72,5377,300,2.2,25543.4553,0,None
M-6095,Dabur (Branch 108),Food & Beverage,Medium,East,21-12-2023,0,Android Smart Mini POS,382,318018.5236,832.5092241,0.747617869,97.03385394,0,5.215548851,0.979266609,93.84456429,6.155435713,4.989583081,2,2.00958985,181,14224,400,1.8,0,1,None
M-6096,Raymond (Branch 94),Healthcare,Large,South,24-01-2023,11,mPos,236,157320.6103,666.6127554,0.928499267,96.85102782,5,1.826420784,0.693690185,95.90642044,4.093579563,0.006941208,2,1.782794375,335,5377,300,1.5,51915.80139,1,None
M-6097,Qshala (Branch 91),Hospitality,Medium,West,14-06-2023,6,Dynamic Soundbox,682,602758.5633,883.8102101,0.496643206,97.65434884,3,3.503627994,0.407641292,95.69571175,4.304288254,4.487920585,6,3.600238608,39,3827,250,2,72331.02759,0,None
M-6098,Netmeds (Branch 111),Hospitality,Large,North,24-02-2023,10,Soundbox,198,133845.2752,675.9862381,0.690510358,98.37699559,3,1.038616828,0.70203892,97.79735566,2.202644339,0.574583424,3,2.10467754,352,2293,200,2,26769.05503,1,High Costs
M-6099,Tata Motors (Branch 101),Hospitality,Large,South,10-01-2023,11,Soundbox,609,234356.3638,384.8216155,0.330826264,95.09746349,8,3.815499333,0.185623392,96.25296756,3.747032439,0.108212921,0,1.618280416,83,2293,200,2,51558.40005,0,None
M-6100,My Operator (Branch 100),Entertainment,Medium,West,30-07-2023,5,Android Smart POS,258,108975.4887,422.3856152,0.020648351,96.39623671,8,6.755869533,0.397070531,92.95043662,7.049563382,3.132931017,1,1.379768454,115,19824,500,1.8,9807.793984,0,None
M-6101,Tata Motors (Branch 102),Entertainment,Medium,East,16-12-2023,0,Android Smart POS,546,261005.9755,478.0329221,0.372524937,98.08669274,9,6.892489795,0.043774932,95.83110336,4.168896643,4.614427327,0,1.944845626,171,19824,500,1.8,0,0,None
M-6102,Airtel (Branch 104),E-commerce,Small,Central,19-10-2023,2,Pin on Mobile,586,381477.8452,650.986084,0.905949479,99.27820024,3,4.457405511,0.554262742,91.35988606,8.640113942,0.302095605,3,4.181488821,93,0,0,2.2,19073.89226,0,None
